head_id:token,relation_id:token,tail_id:token
res:Balige_Seafood,dbo:category,cat:Fasilitas_Umum
res:Quality_Time_Cafe_Porsea,dbo:category,cat:Restoran_&_Cafe
res:Rumah_Makan_BOIMA_2_(Khas_Batak)_laguboti,dbo:category,cat:Fasilitas_Umum
res:Ataraxia_Cafe_balige,dbo:category,cat:Restoran_&_Cafe
res:AQUINO_CAFE,dbo:category,cat:Fasilitas_Umum
res:Chinese_Food_&_Mie_Pangsit_Ong,dbo:category,cat:Fasilitas_Umum
res:Ziliwu_Kitchen_sitoluama,dbo:category,cat:Fasilitas_Umum
res:Boruku_balige,dbo:category,cat:Fasilitas_Umum
res:Agatha_Space_Balige,dbo:category,cat:Fasilitas_Umum
res:RM_Khas_Batak_REVA_sigumpar,dbo:category,cat:Fasilitas_Umum
res:Rumah_Makan_Muslim_Hafizah_laguboti,dbo:category,cat:Fasilitas_Umum
res:Kopi_Partungkoan_Balige,dbo:category,cat:Fasilitas_Umum
"res:RESTO_&_HOMESTAY_LUMBAN_BULBUL_83XC+4GP,_Jalan,_Sibola_Hotangsas,_Toba,_North_Sumatra",dbo:category,cat:Fasilitas_Umum
res:rumah_makan_babi_panggang_karo_arih_ersada_laguboti,dbo:category,cat:Fasilitas_Umum
res:Cafe_terapung_timothi_balige,dbo:category,cat:Restoran_&_Cafe
"res:BPK_95P2+9M3,_Sitoluama,_Kec._Laguboti,_Toba,_Sumatera_Utara",dbo:category,cat:Fasilitas_Umum
res:Amora_Cafe_Balige,dbo:category,cat:Restoran_&_Cafe
res:OS_COFFEE_cafe_&_resto_laguboti,dbo:category,cat:Fasilitas_Umum
res:Rumah_Makan_Khas_Batak_Lamhot_balige,dbo:category,cat:Fasilitas_Umum
res:RM._GOMGOM_KHAS_BATAK_balige,dbo:category,cat:Fasilitas_Umum
"res:Rumah_Makan_Muslim_Berkah_Rumah_Makan_Muslim_Berkah_Jl._Sisingamangaraja_No.81,_Balige_II,_Kec._Balige,_Toba,_Sumatera_Utara_22312",dbo:category,cat:Fasilitas_Umum
"res:Parhitean_Parhitean_H87P+F2W,_Hitetano,_Kec._Habinsaran,_Toba,_Sumatera_Utara_22383",dbo:category,cat:Fasilitas_Umum
res:Kedai_Bakmi_Laris_balige,dbo:category,cat:Fasilitas_Umum
res:Lapo_Parratusan_sigumpar,dbo:category,cat:Fasilitas_Umum
res:Lapo_Parratusan_sigumpar,dbo:category,cat:Fasilitas_Umum
res:AQUINO_MARITO,dbo:category,cat:Fasilitas_Umum
res:ASIDO_HOMESTAY,dbo:category,cat:Fasilitas_Umum
res:Aster_Homestay_Lumban_bulbul,dbo:category,cat:Hotel_&_Penginapan
res:Hotel_Balige_Beach,dbo:category,cat:Hotel_&_Penginapan
res:Op._Dahlia_Homestay,dbo:category,cat:Hotel_&_Penginapan
res:Blessing_Homestay_toba,dbo:category,cat:Hotel_&_Penginapan
res:Brain_Homestay,dbo:category,cat:Hotel_&_Penginapan
res:Brussels_Homestay,dbo:category,cat:Hotel_&_Penginapan
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:category,cat:Restoran_&_Cafe
res:Elysha_Homestay,dbo:category,cat:Hotel_&_Penginapan
res:FAMILY_HOMESTAY_toba,dbo:category,cat:Fasilitas_Umum
res:Grand_Mareda_Hotel,dbo:category,cat:Hotel_&_Penginapan
res:HOMESTAY_CHRISTIAN,dbo:category,cat:Fasilitas_Umum
res:Penginapan_Dion,dbo:category,cat:Fasilitas_Umum
res:HASIAN_HOMESTAY,dbo:category,cat:Fasilitas_Umum
res:Homestay_Hasian_toba,dbo:category,cat:Hotel_&_Penginapan
res:Helena_homestay,dbo:category,cat:Fasilitas_Umum
res:Homestay_Raja_Hiobaja_Sianipar,dbo:category,cat:Hotel_&_Penginapan
res:KASIH_HOMESTAY,dbo:category,cat:Fasilitas_Umum
res:Homestay_Mawar_1_toba,dbo:category,cat:Hotel_&_Penginapan
res:Homestay_Melati_Balige,dbo:category,cat:Hotel_&_Penginapan
res:Penginapan_Nael_Jaya,dbo:category,cat:Fasilitas_Umum
res:HOMESTAY_OP.MARTAHAN_toba,dbo:category,cat:Fasilitas_Umum
res:Homestay_Suteja_toba,dbo:category,cat:Hotel_&_Penginapan
res:HOTEL_ALMON_SARI_toba,dbo:category,cat:Fasilitas_Umum
res:HOTEL_ITA_toba,dbo:category,cat:Fasilitas_Umum
res:Hotel_Mezra_toba,dbo:category,cat:Hotel_&_Penginapan
res:HOTEL_NABASA_toba,dbo:category,cat:Fasilitas_Umum
res:HOTEL_OMPU_HERTI_toba,dbo:category,cat:Fasilitas_Umum
res:HOTEL_SANTO_DJAYA_toba,dbo:category,cat:Fasilitas_Umum
res:Tiara_Bunga_Hotel,dbo:category,cat:Hotel_&_Penginapan
res:HOTRONA_HOTEL,dbo:category,cat:Fasilitas_Umum
res:Homestay_Ita_Pagar_Batu,dbo:category,cat:Hotel_&_Penginapan
res:Jior_Marsaor_Homestay_toba,dbo:category,cat:Hotel_&_Penginapan
res:JS_HOTEL_toba,dbo:category,cat:Fasilitas_Umum
res:KARISMA_RESIDENCE_toba,dbo:category,cat:Fasilitas_Umum
"res:Labersa_Hotel_and_Convention_Center_Toba,_Balige",dbo:category,cat:Hotel_&_Penginapan
res:LORO_SAI_HOMESTAY_toba,dbo:category,cat:Fasilitas_Umum
res:Maniur_homestay_toba,dbo:category,cat:Fasilitas_Umum
res:MESS_PEMPROVSU_BALIGE_toba,dbo:category,cat:Fasilitas_Umum
res:MUTIARA_BALIGE_HOTEL_toba,dbo:category,cat:Fasilitas_Umum
res:Nauli_Inn_toba,dbo:category,cat:Fasilitas_Umum
"res:Bobocabin_Kaldera,_Toba",dbo:category,cat:Fasilitas_Umum
res:Hotel_OP._PAULUS_SIRAIT,dbo:category,cat:Hotel_&_Penginapan
res:PENGINAPAN_MARTOGI_toba,dbo:category,cat:Fasilitas_Umum
res:PONDOK_SILIWANGI_toba,dbo:category,cat:Fasilitas_Umum
res:PUDAN_RESIDENCE_toba,dbo:category,cat:Fasilitas_Umum
res:RAP_HOTEL_toba,dbo:category,cat:Fasilitas_Umum
res:SINOK_HOMESTAY_toba,dbo:category,cat:Fasilitas_Umum
res:SOVONTA_HOTEL_toba,dbo:category,cat:Fasilitas_Umum
res:STAR_BEACH_HOTEL_toba,dbo:category,cat:Fasilitas_Umum
res:Pondok_Berata_Dapdap,dbo:category,cat:Fasilitas_Umum
res:Toba_Rose_toba,dbo:category,cat:Fasilitas_Umum
res:Vania_Homestay_toba,dbo:category,cat:Hotel_&_Penginapan
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Tepi_Danau_Bistro
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Lagos_Cafe
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat"
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Wita_Cafe
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Sinar_Minang_Restaurant_&_Convention_Hall
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:THE_MARIO'S_Eatery_&_Cafe
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Renjana_Cafe
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Cafe_Hollywood
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Vivi_Cafe
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Joyce_Cafe
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Cantik_Daijo_Cafe
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Tabobah_Cafe
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Toba_Naria_Cafe
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Wanny_Cavari_Cafe_(Binanga)
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Toba_Corner_Restaurant
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Betesda_Cafe_Balige
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Cafe_Galilea
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Hotdaina_Cafe_&_Resto
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:The_Deck_Balige_Restaurant_&_Lounge
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Sang_Diva_Cafe_&_Resto
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Aek_Natio_Cafe_&_Resto
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Nom_Addict_Kitchen_&_Cafe_by_Mogi
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Smile_Coffee_&_Cafe
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Silintong_Restaurant
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Larisma_Cafe_and_Resto
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Skuy_Living_Cafe_&_Resto
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Quality_Time_Cafe_Porsea
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Ataraxia_Cafe_balige
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Cafe_terapung_timothi_balige
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Amora_Cafe_Balige
res:Damar_Toba_~_Lakeside_Eatery_&_Stay,dbo:sameCategoryAs,res:Damar_Toba_~_Lakeside_Eatery_&_Stay
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Lagos_Cafe
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat"
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Wita_Cafe
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Sinar_Minang_Restaurant_&_Convention_Hall
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:THE_MARIO'S_Eatery_&_Cafe
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Renjana_Cafe
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Cafe_Hollywood
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Vivi_Cafe
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Joyce_Cafe
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Cantik_Daijo_Cafe
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Tabobah_Cafe
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Toba_Naria_Cafe
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Wanny_Cavari_Cafe_(Binanga)
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Toba_Corner_Restaurant
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Betesda_Cafe_Balige
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Cafe_Galilea
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Hotdaina_Cafe_&_Resto
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:The_Deck_Balige_Restaurant_&_Lounge
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Sang_Diva_Cafe_&_Resto
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Aek_Natio_Cafe_&_Resto
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Nom_Addict_Kitchen_&_Cafe_by_Mogi
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Smile_Coffee_&_Cafe
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Silintong_Restaurant
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Larisma_Cafe_and_Resto
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Skuy_Living_Cafe_&_Resto
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Quality_Time_Cafe_Porsea
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Ataraxia_Cafe_balige
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Cafe_terapung_timothi_balige
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Amora_Cafe_Balige
res:Tepi_Danau_Bistro,dbo:sameCategoryAs,res:Damar_Toba_~_Lakeside_Eatery_&_Stay
res:Lagos_Cafe,dbo:sameCategoryAs,"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat"
res:Lagos_Cafe,dbo:sameCategoryAs,res:Wita_Cafe
res:Lagos_Cafe,dbo:sameCategoryAs,res:Sinar_Minang_Restaurant_&_Convention_Hall
res:Lagos_Cafe,dbo:sameCategoryAs,res:THE_MARIO'S_Eatery_&_Cafe
res:Lagos_Cafe,dbo:sameCategoryAs,res:Renjana_Cafe
res:Lagos_Cafe,dbo:sameCategoryAs,res:Cafe_Hollywood
res:Lagos_Cafe,dbo:sameCategoryAs,res:Vivi_Cafe
res:Lagos_Cafe,dbo:sameCategoryAs,res:Joyce_Cafe
res:Lagos_Cafe,dbo:sameCategoryAs,res:Cantik_Daijo_Cafe
res:Lagos_Cafe,dbo:sameCategoryAs,res:Tabobah_Cafe
res:Lagos_Cafe,dbo:sameCategoryAs,res:Toba_Naria_Cafe
res:Lagos_Cafe,dbo:sameCategoryAs,res:Wanny_Cavari_Cafe_(Binanga)
res:Lagos_Cafe,dbo:sameCategoryAs,res:Toba_Corner_Restaurant
res:Lagos_Cafe,dbo:sameCategoryAs,res:Betesda_Cafe_Balige
res:Lagos_Cafe,dbo:sameCategoryAs,res:Cafe_Galilea
res:Lagos_Cafe,dbo:sameCategoryAs,res:Hotdaina_Cafe_&_Resto
res:Lagos_Cafe,dbo:sameCategoryAs,res:The_Deck_Balige_Restaurant_&_Lounge
res:Lagos_Cafe,dbo:sameCategoryAs,res:Sang_Diva_Cafe_&_Resto
res:Lagos_Cafe,dbo:sameCategoryAs,res:Aek_Natio_Cafe_&_Resto
res:Lagos_Cafe,dbo:sameCategoryAs,res:Nom_Addict_Kitchen_&_Cafe_by_Mogi
res:Lagos_Cafe,dbo:sameCategoryAs,res:Smile_Coffee_&_Cafe
res:Lagos_Cafe,dbo:sameCategoryAs,res:Silintong_Restaurant
res:Lagos_Cafe,dbo:sameCategoryAs,res:Larisma_Cafe_and_Resto
res:Lagos_Cafe,dbo:sameCategoryAs,res:Skuy_Living_Cafe_&_Resto
res:Lagos_Cafe,dbo:sameCategoryAs,res:Quality_Time_Cafe_Porsea
res:Lagos_Cafe,dbo:sameCategoryAs,res:Ataraxia_Cafe_balige
res:Lagos_Cafe,dbo:sameCategoryAs,res:Cafe_terapung_timothi_balige
res:Lagos_Cafe,dbo:sameCategoryAs,res:Amora_Cafe_Balige
res:Lagos_Cafe,dbo:sameCategoryAs,res:Damar_Toba_~_Lakeside_Eatery_&_Stay
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Wita_Cafe
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Sinar_Minang_Restaurant_&_Convention_Hall
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:THE_MARIO'S_Eatery_&_Cafe
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Renjana_Cafe
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Cafe_Hollywood
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Vivi_Cafe
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Joyce_Cafe
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Cantik_Daijo_Cafe
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Tabobah_Cafe
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Toba_Naria_Cafe
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Wanny_Cavari_Cafe_(Binanga)
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Toba_Corner_Restaurant
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Betesda_Cafe_Balige
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Cafe_Galilea
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Hotdaina_Cafe_&_Resto
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:The_Deck_Balige_Restaurant_&_Lounge
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Sang_Diva_Cafe_&_Resto
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Aek_Natio_Cafe_&_Resto
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Nom_Addict_Kitchen_&_Cafe_by_Mogi
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Smile_Coffee_&_Cafe
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Silintong_Restaurant
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Larisma_Cafe_and_Resto
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Skuy_Living_Cafe_&_Resto
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Quality_Time_Cafe_Porsea
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Ataraxia_Cafe_balige
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Cafe_terapung_timothi_balige
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Amora_Cafe_Balige
"res:D'Cozy_Cafe_&_Resto,_Ajibata,_Parapat",dbo:sameCategoryAs,res:Damar_Toba_~_Lakeside_Eatery_&_Stay
res:Wita_Cafe,dbo:sameCategoryAs,res:Sinar_Minang_Restaurant_&_Convention_Hall
res:Wita_Cafe,dbo:sameCategoryAs,res:THE_MARIO'S_Eatery_&_Cafe
res:Wita_Cafe,dbo:sameCategoryAs,res:Renjana_Cafe
res:Wita_Cafe,dbo:sameCategoryAs,res:Cafe_Hollywood
res:Wita_Cafe,dbo:sameCategoryAs,res:Vivi_Cafe
res:Wita_Cafe,dbo:sameCategoryAs,res:Joyce_Cafe
res:Wita_Cafe,dbo:sameCategoryAs,res:Cantik_Daijo_Cafe
res:Wita_Cafe,dbo:sameCategoryAs,res:Tabobah_Cafe
res:Wita_Cafe,dbo:sameCategoryAs,res:Toba_Naria_Cafe
res:Wita_Cafe,dbo:sameCategoryAs,res:Wanny_Cavari_Cafe_(Binanga)
res:Wita_Cafe,dbo:sameCategoryAs,res:Toba_Corner_Restaurant
res:Wita_Cafe,dbo:sameCategoryAs,res:Betesda_Cafe_Balige
res:Wita_Cafe,dbo:sameCategoryAs,res:Cafe_Galilea
res:Wita_Cafe,dbo:sameCategoryAs,res:Hotdaina_Cafe_&_Resto
res:Wita_Cafe,dbo:sameCategoryAs,res:The_Deck_Balige_Restaurant_&_Lounge
res:Wita_Cafe,dbo:sameCategoryAs,res:Sang_Diva_Cafe_&_Resto
res:Wita_Cafe,dbo:sameCategoryAs,res:Aek_Natio_Cafe_&_Resto
res:Wita_Cafe,dbo:sameCategoryAs,res:Nom_Addict_Kitchen_&_Cafe_by_Mogi
res:Wita_Cafe,dbo:sameCategoryAs,res:Smile_Coffee_&_Cafe
res:Wita_Cafe,dbo:sameCategoryAs,res:Silintong_Restaurant
res:Wita_Cafe,dbo:sameCategoryAs,res:Larisma_Cafe_and_Resto
res:Wita_Cafe,dbo:sameCategoryAs,res:Skuy_Living_Cafe_&_Resto
res:Wita_Cafe,dbo:sameCategoryAs,res:Quality_Time_Cafe_Porsea
res:Wita_Cafe,dbo:sameCategoryAs,res:Ataraxia_Cafe_balige
res:Wita_Cafe,dbo:sameCategoryAs,res:Cafe_terapung_timothi_balige
res:Wita_Cafe,dbo:sameCategoryAs,res:Amora_Cafe_Balige
res:Wita_Cafe,dbo:sameCategoryAs,res:Damar_Toba_~_Lakeside_Eatery_&_Stay
res:Sinar_Minang_Restaurant_&_Convention_Hall,dbo:sameCategoryAs,res:THE_MARIO'S_Eatery_&_Cafe
res:Sinar_Minang_Restaurant_&_Convention_Hall,dbo:sameCategoryAs,res:Renjana_Cafe
res:Sinar_Minang_Restaurant_&_Convention_Hall,dbo:sameCategoryAs,res:Cafe_Hollywood
res:Sinar_Minang_Restaurant_&_Convention_Hall,dbo:sameCategoryAs,res:Vivi_Cafe
res:Sinar_Minang_Restaurant_&_Convention_Hall,dbo:sameCategoryAs,res:Joyce_Cafe
res:Sinar_Minang_Restaurant_&_Convention_Hall,dbo:sameCategoryAs,res:Cantik_Daijo_Cafe
res:Sinar_Minang_Restaurant_&_Convention_Hall,dbo:sameCategoryAs,res:Tabobah_Cafe
res:Sinar_Minang_Restaurant_&_Convention_Hall,dbo:sameCategoryAs,res:Toba_Naria_Cafe
res:Sinar_Minang_Restaurant_&_Convention_Hall,dbo:sameCategoryAs,res:Wanny_Cavari_Cafe_(Binanga)
res:Sinar_Minang_Restaurant_&_Convention_Hall,dbo:sameCategoryAs,res:Toba_Corner_Restaurant
res:Sinar_Minang_Restaurant_&_Convention_Hall,dbo:sameCategoryAs,res:Betesda_Cafe_Balige
res:Sinar_Minang_Restaurant_&_Convention_Hall,dbo:sameCategoryAs,res:Cafe_Galilea
res:Sinar_Minang_Restaurant_&_Convention_Hall,dbo:sameCategoryAs,res:Hotdaina_Cafe_&_Resto
