user_id:token,item_id:token,rating:float
PFZGROORKUB7,TOBAWISA00003,1
PAO1LY2FFSZ3,TOBAWISA00003,1
P6VNGD8SNPQ9,TOBAWISA00003,1
P9V0NBFST223,TOBAWISA00003,1
P1J3G5FOLNP9,TOBAWISA00003,1
PMUA7RYNYNV1,TOBAWISA00003,1
P3NK6ZMW2PA6,TOBAWISA00003,1
PXNPP316CUT7,TOBAWISA00003,1
PVE251CCMKH2,TOBAWISA00003,1
PLV03RXF5ER1,TOBAWISA00003,1
P8QT6WYPTW49,TOBAWISA00003,1
PH4WJ0W6UUR9,TOBAWISA00003,1
PUGG626TBM86,TOBAWISA00003,1
PZA85HU1S2C2,TOBAWISA00003,1
P214A4O4OLA8,TOBAWISA00003,1
P5TKY7TVUUQ5,TOBAWISA00003,1
P7JIK158GDS9,TOBAWISA00003,1
PBQFRGKJEJQ4,TOBAWISA00003,1
PTC4ORC1WQ47,TOBAWISA00003,1
PZM733Q9BAQ8,TOBAWISA00004,1
PQZ420QKROF5,TOBAWISA00004,1
PSIA28QYAXK7,TOBAWISA00004,1
P4KL89Y48421,TOBAWISA00004,1
PTJD9H1ZUB45,TOBAWISA00004,1
PHGH4S4LKPZ1,TOBAWISA00004,1
PMX3ISNZDIZ7,TOBAWISA00004,1
PC0K2JZOAGJ4,TOBAWISA00004,1
PDX37WFWTLW3,TOBAWISA00004,1
PPALW9I7HHF6,TOBAWISA00004,1
PQ5DOJCQ5E14,TOBAWISA00004,1
PWISDSX047T5,TOBAWISA00004,1
PRWX71WZIVE3,TOBAWISA00004,1
P2B9KJTDYYG4,TOBAWISA00004,1
PD2OB805MTY5,TOBAWISA00004,1
P1AWNN1OCNZ3,TOBAWISA00004,1
PT6DXK1JFEL0,TOBAWISA00004,1
P0COZBUWK372,TOBAWISA00004,1
PNL1W2MIHI23,TOBAWISA00004,1
PF21HJ2PD001,TOBAWISA00004,1
PITNM14ORCT3,TOBAWISA00004,1
PADMHRSFHOA3,TOBAWISA00004,1
PAK6WPB4EXS7,TOBAWISA00004,1
PE4UVQBHIS90,TOBAWISA00004,1
PJ0NL2HJ4CL5,TOBAWISA00004,1
PFUK7ZWH8009,TOBAWISA00004,1
PZ9GQ4X876B6,TOBAWISA00004,1
PY01H5CMDOH9,TOBAWISA00004,1
PZ8X9ZQPS3Q0,TOBAWISA00004,1
PYY9NA9WZ6W6,TOBAWISA00004,1
PRVE08BH1CV6,TOBAWISA00004,1
PGU526L1TKU7,TOBAWISA00004,1
PS47HF2I1D65,TOBAWISA00004,1
P8GO3GIBGF09,TOBAWISA00004,1
PAS9R4SV7JP5,TOBAWISA00004,1
PVHRLW2UKL36,TOBAWISA00004,1
PF6YQF1PEFQ5,TOBAWISA00004,1
PM0M5VDQVX21,TOBAWISA00004,1
P3E02089ZSR2,TOBAWISA00004,1
P5DMOGAXRF74,TOBAWISA00004,1
PB0TQJJJO5H5,TOBAWISA00004,1
PT2NU7SI1JI9,TOBAWISA00004,1
PANB9QUHWYC3,TOBAWISA00004,1
PKA3RHRWVZG9,TOBAWISA00004,1
P0FFZMW0ENL6,TOBAWISA00004,1
PFJ5B0B8Y963,TOBAWISA00004,1
P2YP0JTRROT7,TOBAWISA00004,1
PP8RE0H9FND1,TOBAWISA00004,1
P3RPYRP7S9B0,TOBAWISA00004,1
PQUKRCD0GXJ3,TOBAWISA00004,1
PTU0REWTX3M7,TOBAWISA00004,1
PDFUGLWFXO17,TOBAWISA00004,1
PF6QIYRMULF4,TOBAWISA00004,1
PLOXPCA5P875,TOBAWISA00004,1
P3RQAXMVFAD5,TOBAWISA00004,1
P56R9QUH04N9,TOBAWISA00004,1
PSN4FZEAXHP6,TOBAWISA00004,1
PFUHODNL6LQ2,TOBAWISA00004,1
PH01TN9FBU86,TOBAWISA00004,1
PEW7BIFM2LW6,TOBAWISA00004,1
PP7NIYXLXPH8,TOBAWISA00004,1
PDFF462AL479,TOBAWISA00004,1
P85E4KHVCG77,TOBAWISA00004,1
PDHNPHN8MIN4,TOBAWISA00004,1
PTO2LUA4W1I2,TOBAWISA00004,1
PZM6H3RDV9Z3,TOBAWISA00004,1
PH8D8YXWN5W1,TOBAWISA00004,1
P7A197FO7YA8,TOBAWISA00004,1
PU9G0DZT2GB1,TOBAWISA00004,1
P7RM3UHCCHG8,TOBAWISA00004,1
P3IS9QIYCES4,TOBAWISA00004,1
P252B6T4KJD0,TOBAWISA00004,1
PKKNVIWVMW38,TOBAWISA00004,1
PVI0RB2G6DQ3,TOBAWISA00004,1
PUJAZ5HZRIR4,TOBAWISA00004,1
P39OKN5I3PF4,TOBAWISA00004,1
PJJPT27F67U0,TOBAWISA00004,1
PX84CMR18RN1,TOBAWISA00004,1
PSN9DX7FMO00,TOBAWISA00004,1
PKO4T5LGFUO5,TOBAWISA00004,1
PGMW7GIHDK14,TOBAWISA00004,1
PDD3PR2WK1Y8,TOBAWISA00004,1
PE0769PRBY60,TOBAWISA00004,1
PTOIF77IZ4N1,TOBAWISA00004,1
PK3DKWCTZP98,TOBAWISA00004,1
PMMYV18UL698,TOBAWISA00004,1
PEH4ST7JD9U4,TOBAWISA00004,1
PC1VIZ12GKA7,TOBAWISA00004,1
PFPVXP7S9TZ5,TOBAWISA00004,1
P8285PR1BCP5,TOBAWISA00004,1
PLKC9IKANXK8,TOBAWISA00004,1
PLFA8OFJRPY1,TOBAWISA00004,1
PCJ088J2W3Y8,TOBAWISA00004,1
PIEWZ81ZJLY6,TOBAWISA00004,1
PKNJ4KK0QP16,TOBAWISA00004,1
PHIJCR5L05N2,TOBAWISA00004,1
PI85T912ZBH4,TOBAWISA00004,1
P1D4KSOEZOE6,TOBAWISA00004,1
PWFE9IY0WC80,TOBAWISA00004,1
PHSEPWCA4VU3,TOBAWISA00004,1
P1C3AMQK5G83,TOBAWISA00004,1
PGDXOFC5ZX86,TOBAWISA00004,1
PL9HSCNJFPG9,TOBAWISA00004,1
PAVQQIXLYYV2,TOBAWISA00004,1
PORYKTR1A2D7,TOBAWISA00004,1
PGJUTRYAEO34,TOBAWISA00004,1
P58UFQB3V9K7,TOBAWISA00004,1
PHK3T3FL5E91,TOBAWISA00004,1
PCD8UTMWXI18,TOBAWISA00004,1
P4DUMPFZ2LH8,TOBAWISA00004,1
P8DPDLSKK4U1,TOBAWISA00004,1
P5J3IU8D5UP1,TOBAWISA00004,1
PP7A9NYFTBI8,TOBAWISA00004,1
PCAFTIJEWMB8,TOBAWISA00004,1
PUYC1CRRDD80,TOBAWISA00004,1
P5JV5J009DB2,TOBAWISA00004,1
PIHGMA94C0F7,TOBAWISA00004,1
PM3M0GOTTY38,TOBAWISA00004,1
PP2ARSQME9M9,TOBAWISA00004,1
PNP8TZZHR1Z9,TOBAWISA00004,1
PUS9LXAGMU41,TOBAWISA00004,1
P54DC9OWQJI4,TOBAWISA00004,1
PG8B6SKWGHW9,TOBAWISA00004,1
PTE6HWZKKGA3,TOBAWISA00004,1
PD9FLLUIMIT6,TOBAWISA00004,1
PG130P0Z41S7,TOBAWISA00004,1
P3N3C9JUVX63,TOBAWISA00004,1
P1RVC3QBFFW6,TOBAWISA00004,1
PDSLQXAEL7X9,TOBAWISA00004,1
PZ4AQ8U79XJ5,TOBAWISA00004,1
PR0KMZJ2DJK2,TOBAWISA00004,1
PANZISW2QWY3,TOBAWISA00004,1
PPIJ6O7JHWF1,TOBAWISA00004,1
P07WJ2GFE427,TOBAWISA00004,1
PZ4HWODL5SX1,TOBAWISA00004,1
PAYB9ZM55U06,TOBAWISA00004,1
PW2T0UWOC175,TOBAWISA00004,1
P9C6HMFXGWL8,TOBAWISA00004,1
PXZG4NAH5FQ3,TOBAWISA00004,1
PA54LX02VR90,TOBAWISA00004,1
PQIZQO30O4E4,TOBAWISA00004,1
P1P1AWFFEW10,TOBAWISA00004,1
PQPIGYMWKIG1,TOBAWISA00004,1
PSKGDW2A55Q1,TOBAWISA00004,1
P6VYISWI9YZ3,TOBAWISA00004,1
PG4XWX4623F3,TOBAWISA00004,1
P53YJR6DUTT7,TOBAWISA00004,1
PQMSC44VYGU3,TOBAWISA00004,1
P6TYY4NCA6S6,TOBAWISA00004,1
P4B1FBM12046,TOBAWISA00004,1
PY7FXBFEMDV9,TOBAWISA00004,1
POLVJQU6WOS0,TOBAWISA00004,1
PZH2657H41D9,TOBAWISA00004,1
PQGX0V906386,TOBAWISA00004,1
P11VET2KFEQ0,TOBAWISA00004,1
P4W146LUR2P9,TOBAWISA00004,1
PGZ6WZMTVJ96,TOBAWISA00004,1
PTEY57U3TDO5,TOBAWISA00004,1
PKE2UZ1CA916,TOBAWISA00004,1
PLY642DWWAT5,TOBAWISA00004,1
PVRCRD7CJVT8,TOBAWISA00004,1
P848EEKDJVQ6,TOBAWISA00004,1
PRZIIQQ9USH5,TOBAWISA00004,1
PDXQI2MUWYP1,TOBAWISA00004,1
P4E1PO99T3K9,TOBAWISA00004,1
PYTNB4ZWCEC2,TOBAWISA00004,1
PDBDJ0S2CPU0,TOBAWISA00004,1
PFVDDIF1PYM9,TOBAWISA00004,1
PGN0TO3VI3W6,TOBAWISA00004,1
PBC7UTTDXW05,TOBAWISA00004,1
PQBZF8W4X469,TOBAWISA00004,1
PUT66IH7SMQ9,TOBAWISA00004,1
PRQI5Y4OSRS4,TOBAWISA00004,1
P6PWUHOB9CL8,TOBAWISA00004,1
P418H36RH7U2,TOBAWISA00004,1
PDRWZ0UH9L95,TOBAWISA00004,1
P7MY4W5UKF99,TOBAWISA00004,1
PT5HPUQB4FS6,TOBAWISA00004,1
PTKEJDBE0SI7,TOBAWISA00004,1
PR0CH6FT4G79,TOBAWISA00004,1
PKG4O3ISBML1,TOBAWISA00004,1
PYMQNW8ICNQ8,TOBAWISA00004,1
P42R7GCCB635,TOBAWISA00004,1
PHSCBLHJ2JH1,TOBAWISA00004,1
PEJCECPTUUB2,TOBAWISA00004,1
PRUKDRZ2AI12,TOBAWISA00004,1
P9V27KFUMT90,TOBAWISA00004,1
PQUQYONZDGJ0,TOBAWISA00004,1
PI6OQZGOW9R5,TOBAWISA00004,1
P9TOWAYQV982,TOBAWISA00004,1
PIA5D7HWHFT5,TOBAWISA00004,1
PJ2JADG5ULE1,TOBAWISA00004,1
PZYMBY26HFK6,TOBAWISA00004,1
PSRWKLRXZRU2,TOBAWISA00004,1
PM00MYH3E5Q8,TOBAWISA00004,1
PIM856OQ49T7,TOBAWISA00004,1
PHFHRF5O6KX0,TOBAWISA00004,1
POPTODOXPEW8,TOBAWISA00004,1
PDK8FMNESDG5,TOBAWISA00004,1
P45QROHFC4R1,TOBAWISA00004,1
POGO8O0N7C24,TOBAWISA00004,1
PFWJOR030R76,TOBAWISA00004,1
PFKG6FQWLQG3,TOBAWISA00004,1
P20TZC63CI06,TOBAWISA00004,1
PGJL5TYU9O13,TOBAWISA00004,1
PQEOPLCYP401,TOBAWISA00004,1
PIOF22MF4OO2,TOBAWISA00004,1
PV32SPND1KE6,TOBAWISA00004,1
PTKEJDBE0SI7,TOBAWISA00004,1
PWW89HCL49O4,TOBAWISA00004,1
PDYD7ZSSTX91,TOBAWISA00004,1
P6YC9B9TQZB9,TOBAWISA00004,1
PYUF07A54N25,TOBAWISA00004,1
PQWB7SNTJK90,TOBAWISA00004,1
PNTCDQYN0BE3,TOBAWISA00004,1
PN87MCEX2GJ2,TOBAWISA00004,1
P5KSQJL953X1,TOBAWISA00004,1
PYD9NPYYXXW8,TOBAWISA00004,1
P85SFYVERHU9,TOBAWISA00004,1
PGGV0ZKJJ466,TOBAWISA00004,1
PJNNMSCTXJ43,TOBAWISA00004,1
PFFFZA928L45,TOBAWISA00004,1
PTNU2YA1LXZ5,TOBAWISA00004,1
PK5HCPIBL2L7,TOBAWISA00004,1
P4QDM14CCBW6,TOBAWISA00004,1
P1TDDUUH6QW4,TOBAWISA00004,1
PHO2QC3XMD40,TOBAWISA00004,1
PMZNSFYBNGQ4,TOBAWISA00004,1
PWVQ5GYCEVF1,TOBAWISA00004,1
PLVU3DBLK210,TOBAWISA00004,1
PQ184DWW3IT3,TOBAWISA00004,1
P0GBIIGEZNZ6,TOBAWISA00004,1
PBK7IU3ZTHT9,TOBAWISA00004,1
PKXELIJ8YNH2,TOBAWISA00004,1
PPCDLQER7AD9,TOBAWISA00004,1
PSCU4933FK67,TOBAWISA00004,1
PJCFYBQWOW72,TOBAWISA00004,1
PCEA0GDSS5U4,TOBAWISA00004,1
PAKI2JIE0U61,TOBAWISA00004,1
PU41VPBANZ94,TOBAWISA00004,1
P8285PR1BCP5,TOBAWISA00004,1
PC4ZQ7WPT7K9,TOBAWISA00004,1
PU6PNBRQ32N3,TOBAWISA00004,1
PUD8W065O5F8,TOBAWISA00004,1
PA999EWCT771,TOBAWISA00004,1
PZHL38P58M87,TOBAWISA00004,1
PNSLE7F5A7Q7,TOBAWISA00004,1
PF9VE3KOXDT6,TOBAWISA00004,1
PDJ22WE6JW60,TOBAWISA00004,1
P6G30Q9ZD4Y2,TOBAWISA00004,1
PLPN4EZM8G44,TOBAWISA00004,1
PYK5Z5CI05S9,TOBAWISA00004,1
PAL58WN90CD7,TOBAWISA00004,1
PQ3XLJL7TFT3,TOBAWISA00004,1
PZ3EQ5HRWFM5,TOBAWISA00004,1
P70P11RVV9R6,TOBAWISA00004,1
PAOA1A3IH551,TOBAWISA00004,1
PX915PS8U3Y5,TOBAWISA00004,1
PA3KS4X7EIA8,TOBAWISA00004,1
P2823ZKBKP44,TOBAWISA00004,1
PRR0Y8JSW3D0,TOBAWISA00004,1
P6QR0DS5H051,TOBAWISA00004,1
PWOPUT4YI1U0,TOBAWISA00004,1
PJZ2NPG01IT6,TOBAWISA00004,1
PAX1YTBANVD0,TOBAWISA00004,1
PA6ZJ8RX5UK8,TOBAWISA00004,1
PMVACHI3U6W9,TOBAWISA00004,1
PUBXZV3TQX57,TOBAWISA00004,1
PAZTLM9D7BG1,TOBAWISA00004,1
PVTAVXJLKK27,TOBAWISA00004,1
PEVAV5E634J9,TOBAWISA00004,1
P8B0V2744D97,TOBAWISA00004,1
PQG4EYEIBT31,TOBAWISA00004,1
PTK6VBI1JH65,TOBAWISA00004,1
PZLUXZLPYA89,TOBAWISA00004,1
PYZD75GBMJC3,TOBAWISA00004,1
PZ6OF49CFOB2,TOBAWISA00004,1
PCRWNGV813H2,TOBAWISA00004,1
PTJRQR1OAFD0,TOBAWISA00004,1
PR0UFL6XZKW5,TOBAWISA00004,1
P5AM6FJH2NK2,TOBAWISA00004,1
PC9K9M56I060,TOBAWISA00004,1
PIRMBNVQLAX8,TOBAWISA00004,1
P4CQCV9WO372,TOBAWISA00004,1
PDG42PJUCNH8,TOBAWISA00004,1
PYVRBJ5YKME5,TOBAWISA00004,1
PBU7131E00U3,TOBAWISA00004,1
P4FKXOOTXCU3,TOBAWISA00004,1
PL082Y9TPP65,TOBAWISA00004,1
PS78LD3E1XB0,TOBAWISA00004,1
PN502QFY4R96,TOBAWISA00004,1
PYL3FXWFRKG2,TOBAWISA00004,1
PBIPV9VENV93,TOBAWISA00004,1
PXKRH7JFBP46,TOBAWISA00004,1
PDFHOPKBMCJ2,TOBAWISA00004,1
PK4QWYNOTKW5,TOBAWISA00004,1
PGV94942DUI2,TOBAWISA00004,1
P2ENXMFP6ZW8,TOBAWISA00004,1
PZV0VDGURJP3,TOBAWISA00004,1
PRT53DXT0674,TOBAWISA00004,1
PZQICFWH2QS4,TOBAWISA00004,1
PKQUFY3IHXV4,TOBAWISA00004,1
P3HHY81WGXQ6,TOBAWISA00004,1
PZA2JLQT5KK8,TOBAWISA00004,1
PZOCYPIJIKS4,TOBAWISA00004,1
PRON9WES82U4,TOBAWISA00004,1
POAJNPLHC9R5,TOBAWISA00004,1
PIE3FGJ2KGP1,TOBAWISA00004,1
PLWLP3IZWTX1,TOBAWISA00004,1
PA33IL3CC0K6,TOBAWISA00004,1
PCR02H3SPLT9,TOBAWISA00004,1
P34UHD2FOEN8,TOBAWISA00004,1
P3IDENITTWA0,TOBAWISA00004,1
PRYJGGC369B0,TOBAWISA00004,1
P92DIGGM5SE1,TOBAWISA00004,1
P7LOPR90OJJ7,TOBAWISA00004,1
PHOGIXLYG8L9,TOBAWISA00004,1
P1J3G5FOLNP9,TOBAWISA00004,1
PC1DDS9AXB22,TOBAWISA00004,1
PTSRIXTFESQ9,TOBAWISA00004,1
P4GBOUWVAA62,TOBAWISA00004,1
PRDGDAD5B3Y9,TOBAWISA00004,1
PEOKOQ666IF2,TOBAWISA00004,1
PT26K09HEVR8,TOBAWISA00004,1
PKTZVEU8Y3S4,TOBAWISA00004,1
PE9E3MQYIUO7,TOBAWISA00004,1
PCYSEC0ILWH3,TOBAWISA00004,1
PWVW4VR80SV2,TOBAWISA00004,1
PTUOGT8KYXE9,TOBAWISA00004,1
POZYUPJNJDD3,TOBAWISA00004,1
PYKRDBL3I7L9,TOBAWISA00004,1
PSKSRY6ABKI3,TOBAWISA00004,1
PQX49FN6XGG8,TOBAWISA00004,1
P276XZ2O2DY5,TOBAWISA00004,1
PO78BFGRR9H2,TOBAWISA00004,1
POZ2VRFF55F0,TOBAWISA00004,1
PEG162PVFS96,TOBAWISA00004,1
PUWQ7BEXH3Z5,TOBAWISA00004,1
PCH5SQ6I48H7,TOBAWISA00004,1
PUCS6YTLPWM3,TOBAWISA00004,1
PFP1OQ7EQVF5,TOBAWISA00004,1
PSH2UTCTX9U1,TOBAWISA00004,1
PVR09I5MMFZ9,TOBAWISA00004,1
PSRWKLRXZRU2,TOBAWISA00004,1
PD7ZGCYYM9Y0,TOBAWISA00004,1
PIW7P5L7B4C3,TOBAWISA00004,1
PY6I1C5U18P2,TOBAWISA00004,1
PTFEF7W9FQ48,TOBAWISA00004,1
PCHCEUTIZMH2,TOBAWISA00004,1
P6A8D9RCPLJ3,TOBAWISA00004,1
P98S09SFQ1A3,TOBAWISA00004,1
P56NOBB092U6,TOBAWISA00004,1
PCPJX0788Q20,TOBAWISA00004,1
PWKTP1TZTHM1,TOBAWISA00004,1
PCOO5WPDIN47,TOBAWISA00004,1
PLDYWUTR0G84,TOBAWISA00004,1
PFO0VUSM9M84,TOBAWISA00004,1
PVDJG8LNA1V4,TOBAWISA00004,1
PQK17717FWA0,TOBAWISA00004,1
PS5R6KUYMH20,TOBAWISA00004,1
PTPQWQLLHS15,TOBAWISA00004,1
PCG7JDMNNMG4,TOBAWISA00004,1
PKYAX4X9COG5,TOBAWISA00004,1
PAN7D575RLP8,TOBAWISA00004,1
PF8IVDV9LW52,TOBAWISA00004,1
PJ4XS3CAMJY0,TOBAWISA00004,1
PQG9INHQHW78,TOBAWISA00004,1
PZG8KCDKQB46,TOBAWISA00004,1
P8279M15P6X1,TOBAWISA00004,1
PDROJOPTQVP3,TOBAWISA00004,1
PDQOVNOX6FK6,TOBAWISA00004,1
PHR1V9NEAX59,TOBAWISA00004,1
P6OUCP216JX6,TOBAWISA00004,1
PE0K9NR16WP3,TOBAWISA00004,1
PPW28IPYZYD1,TOBAWISA00004,1
PE3MFAIDKHL8,TOBAWISA00004,1
PBRD9MPAFJV2,TOBAWISA00004,1
PF1F856QFDT9,TOBAWISA00004,1
P9PSEVKHEL30,TOBAWISA00004,1
PAAC71NFQQU9,TOBAWISA00004,1
PZNNL86R24G3,TOBAWISA00004,1
P62AD78P5320,TOBAWISA00004,1
PZOCYPIJIKS4,TOBAWISA00004,1
PSXZTOG8ERP6,TOBAWISA00004,1
P36HOH8AUC97,TOBAWISA00004,1
P7OV64SKVB23,TOBAWISA00004,1
P914RZPPWUY4,TOBAWISA00004,1
POH8SH0Q3JL1,TOBAWISA00004,1
P84SQPEKN3F5,TOBAWISA00004,1
PLAD1IDJUKF0,TOBAWISA00004,1
PJO0T90NAX93,TOBAWISA00004,1
PN7YHAMJ2817,TOBAWISA00004,1
PBATSH1ZZPR1,TOBAWISA00004,1
P1OWI72AWGQ8,TOBAWISA00004,1
PUI2Y5P701B5,TOBAWISA00004,1
P3D488C2J6F5,TOBAWISA00004,1
PKQJ2JP13916,TOBAWISA00004,1
PAC9GJJ8EC72,TOBAWISA00004,1
P3U00KVOCV28,TOBAWISA00004,1
PKZXEPCLAZ31,TOBAWISA00004,1
PB2QG0Z70236,TOBAWISA00004,1
PYL3FXWFRKG2,TOBAWISA00004,1
PD0N4C07PAN6,TOBAWISA00004,1
PD7TG0ARXED5,TOBAWISA00004,1
PHT055VJ2JR5,TOBAWISA00004,1
PA2TAHJ6DY28,TOBAWISA00004,1
PR4B6HAZ8R96,TOBAWISA00004,1
PDM16485OHW4,TOBAWISA00004,1
P8KFOUPRYSS2,TOBAWISA00004,1
P9N8WYHWOU73,TOBAWISA00004,1
PX8BF6TZMRI6,TOBAWISA00004,1
P4MXQ817ERR2,TOBAWISA00004,1
PCFU0FHA2NJ7,TOBAWISA00004,1
P5G6UTQY0RW9,TOBAWISA00004,1
PKF16NDY8C92,TOBAWISA00004,1
P7OPR1ZUZHJ4,TOBAWISA00004,1
PTA291QUHAW8,TOBAWISA00004,1
PMMW5QQA7NT8,TOBAWISA00004,1
P86W30MZY1D1,TOBAWISA00004,1
P1FOBUOR2BN0,TOBAWISA00004,1
PKUHSDR6UXS1,TOBAWISA00004,1
PSW7Z52F4CI3,TOBAWISA00004,1
PFGG8B4XF4H9,TOBAWISA00004,1
PXAN7YI6XLN3,TOBAWISA00004,1
P1L1OV8R5UW6,TOBAWISA00004,1
PL43LFU9UDW0,TOBAWISA00004,1
PDWNUA23S4S9,TOBAWISA00004,1
PHWFNJJ86ZY1,TOBAWISA00004,1
PV8JN0F95QL3,TOBAWISA00004,1
P6DSTLUHWZX7,TOBAWISA00004,1
PFIG96BZXCT1,TOBAWISA00004,1
PW31H7PDYEH6,TOBAWISA00004,1
PABHFGXTDO09,TOBAWISA00004,1
P9MF3227ZUS9,TOBAWISA00004,1
P5QQB37U0227,TOBAWISA00004,1
PI1CB9UPN9T5,TOBAWISA00004,1
PJIUP0D4QTX1,TOBAWISA00004,1
PE2IJ4QQYH00,TOBAWISA00004,1
POTTFQ8VYOW2,TOBAWISA00004,1
P61MWG0ZINN7,TOBAWISA00004,1
PYSPKVQF5UZ3,TOBAWISA00004,1
PYR5T31DNBO8,TOBAWISA00004,1
P3NOMY0GBIP5,TOBAWISA00004,1
